Season,Episode,Character,Line
6,9,Kyle,"Ah, I thought we were speaking for the children.
"
5,4,Cartman,"Yeah! There is even gonna be a big surprise, so you won't wanna miss it, Scott.Oh, and here! Here's a coupon good for one free pony ride!
"
1,3,Cartman,"Yeah, cartoons kick ass! 
"
2,5,Kyle,"I know.
"
4,17,Stan,"Tralalalala
"
7,11,Cartman,"Okay, so how do you act genuinely nice to people?
"
4,17,Stan,"""Awgh! I'm so fat!""
"
11,12,Cartman,"Look, maybe they're all part of the same thing. Santa and Jesus and hell and- leprechauns. Maybe they're all real in the same wway, right?
"
16,11,Cartman,"...Wow.
"
7,3,Kyle,"Officer Barbrady, Butters didn't TP that house.
"
10,7,Cartman,"Oh my God. Bite-size Snickers? That's it. I'm calling child-protective services! 
"
15,2,Stan,"Yeah, I'm sure glad that's over with.
"
5,13,Kyle,"I'm leaving right now! 
"
3,4,Kyle,"Boy, do we ever.
"
4,10,Cartman,"But now we can have Communion and not go to hell, right?
"
4,4,Kenny,"(Very well, thank you.)
"
6,2,Stan,"I' seems fine.
"
18,5,Butters,"What do I do?!
"
11,12,Kyle,"Arh!
"
11,8,Cartman,"Ah, Mr. Hansen? I'm afraid I can't do the show.
"
4,8,Kyle,"I know your family's poor, but you can't just eat an entire bowl of mints for dinner.
"
4,16,Kyle,"They're evil! I WISH I DIDN'T HAVE ANY PARENTS!
"
6,3,Butters,"NO I I'm not a scab.
"
4,17,Kyle,"They did it! They got it working! 
"
11,4,Kyle,"Dude, leave me alone.
"
16,5,Stan,"Oh, hey.
"
1,2,Stan,"Dolphins don't live in igloos, that's eskimos!
"
7,11,Butters,"Aren't you coming?
"
13,13,Cartman,"Would you agree that the school is in a crisis right now?
"
5,5,Cartman,"I think this new guy's funny.
"
3,2,Randy,"I am? I am, huh? I never knew the depth of my scientific genius until now.
"
9,8,Mr. Mackey,"Hey, look everybody! Helicopters! 
"
6,14,Mr. Garrison,"Thank you, Mr. Mackey.
"
14,1,Butters,"No, uh, if I can just see it again, I, I'll be fine.
"
10,1,Stan,"No, you don't understand! They've got our friend in the Deprivation Room!
"
13,11,Randy,"Great job, son. Now the Japanese are normal, like us.
"
10,8,Cartman,"His shield and armor spells are down!
"
1,3,Stan,"Yeah.
"
4,14,Cartman,"That's the spirit, gang! Alright. Stan and Wendy, you go out and find some musical instruments! Kenny and Clyde, take some kids and buy some Thanksgiving decorations for the set! Kyle and Timmy, you go out and find a turkey!
"
14,14,Randy,"Alright now, for my baked ziti we are gonna start off by getting some extra-virgin olive oil into the pan.  Oh yeah, get that all over there. It's all slick. ...It's all wet and slick. Oh...
"
9,6,Kyle,"He probably thinks if he apologizes to everyone, we'll think he's changed and let him back into our circle.
"
9,2,Stan,"Alright, I can't take it anymore! I'm getting on that stage!
"
8,9,Randy,"Huh! Where else are we gonna get a new glass at this hour?! Everyone get your shoes on, we're goin' to Wall-Mart!
"
7,6,Kyle,"Do you kow where your doll is?
"
16,8,Wendy,"Oh Butters, you know how I feel about the captain of sports teams.
"
16,10,Cartman,"Dude, I'm not paying all this money to have some guy on the other side of the Earth try and protect me!
"
5,5,Cartman,"Weak.
"
16,14,Kyle,"Come on guys! He's hidden them somewhere and we have to find them!
"
3,5,Kyle,"Just go behind a tree.
"
16,5,Kyle,"What?! You were waiting for me in the bathroom!
"
10,9,Cartman,"We are told to believe that the fire from the jet fuel melted the steel framing of the towers,  which led to their collapse. But did you know jet fuel doesn't burn at a high enough temperature to melt steel?  We were told the Pentagon was hit by a hijacked plane as well,  but now look at this photo of the Pentagon. The hole is not nearly big enough. And if a plane hit it, where is the rest of the plane?
"
5,3,Cartman,"What's he doin' here? 
"
3,2,Randy,"...Right, right right.
"
5,13,Cartman,"Oh you guys, you're not gonna believe it!
"
13,1,Kenny,"(Me too!)
"
1,4,Mr. Garrison,"Richard Stamos can't sing a high F, he always screws it up like this.
"
12,13,Kyle,"Aw man.
"
2,13,Kyle,"This game is fixed! The balls are bigger than Jennifer Love Hewitt's mouth!
"
11,1,Stan,"Dude, Jesse Jackson said it's okay!
"
3,4,Stan,"Oh my God, they killed Kenny!
"
1,10,Cartman,"Eeeeeeh!
"
7,6,Cartman,"Here you are, Mister McCormick. Your laundry is all done and folded. That will be nine ninety five.  On your American Express.
"
4,17,Cartman,"What are you talkin' about, ""quit""? Huh! I don't remember that.
"
17,3,Cartman,"Everyone quiet! I have to think!
"
13,6,Stan,"Dad? 
"
7,9,Butters,"Hey, Eric, I don't think they can get out. 
"
16,4,Butters,"Oh, stop trying to ruin Easter, you! You heathen! 
"
13,8,Cartman,"Wait wait! Wait, look at the lady judge.  She's eating Chipotle.
"
7,11,Cartman,"I'm not, Kyle. I know you already told Butters he could go.
"
5,10,Cartman,"Nothing's wrong with me. Uh-
"
1,4,Stan,"He's part Doberman and part wolf. He's the toughest dog on the mountain.
"
1,7,Cartman,"How can he be mad with such pretty hair and rosy cheeks?
"
18,7,Cartman,"Butters, I talked to Oculus Customer Service, and they said I'm the one who's wearing a headset and has forgotten he's in virtual reality!
"
17,8,Randy,"Everybody stay put! I'll handle this. 
"
4,12,Kyle,"Well, what about those two college guys next door to me? They're always doing science experiments in their basement.
"
5,7,Butters,"Ha-I'll be nine next week.
"
11,11,Kyle,"Wait. The U.S. Government has a portal to the imagination?
"
13,13,Mr. Mackey,"Well, because he was being murdered.
"
4,9,Cartman,"Yes! Thank you sir, you will not be disappointed! 
"
12,7,Kyle,"Here! Here's the phone! 
"
6,7,Stan,"Dude, it's probably in her stomach. 
"
6,4,Kyle,"All right!
"
17,8,Cartman,"I seek audience with the traitor, Lady McCormick?
"
2,4,Mr. Mackey,"Uh, uh-- 
"
5,1,Cartman,"Huh?
"
4,10,Cartman,"Hey, you guys, you wanna know what my favorite psalm is? ""It's a man's obligation to stick his boneration in a woman's separation.  This sort of penetration will increase the population of the younger generation."" 
"
13,10,Cartman,"Welcome to this performance of Wrestling Takedown Federation: Smackdown. 
"
3,2,Cartman,"Peter!
"
4,4,Timmy,"Timmiihh!
"
7,5,Stan,"What's she doing?
"
2,9,Cartman,"She'll be the death of him, Kyle. Mark my words: she'll be the death of him.
"
12,8,Kyle,"Indy deserved more than that!
"
5,2,Timmy,"Timmay!
"
15,4,Randy,"And so, by dividing the weight and the girth of the penis by the angle or the- what do we call it again? The yaw? The yaw of the shaft? What we finally get is the adjusted penis size, or, T.M.I. Any questions so far? Yes, little girl over there.
"
4,13,Cartman,"Why the hell not?!
"
6,4,Kyle,"But, but we, we learned things, and took up a cause.
"
8,8,Kyle,"A giant douche.
"
16,8,Stan,"Cartman, you idiot!
"
6,6,Butters,"Hu-uh, okay Mom.  Yes. Uh sleet sleep for now.  Tomorrow, the chaos begins. 
"
11,7,Cartman,"Californiania Idn't on the tona
"
8,4,Stan,"Chef, we just got served.
"
5,4,Cartman,"My pubes.
"
16,12,Butters,"I'm a wereprechaun. You know, a leprechaun that's been bitten by a werewolf. And Jimmy's Gangnam Style.
"
4,1,Kyle,"It's good to have you back, Cartman.
"
2,14,Kyle,"Did you ever know any famous people?
"
2,9,Kyle,"I'll never forget you. You were my best friend after Stan.
"
9,10,Kenny,"(Our egg is okay.)
"
6,2,Butters,"Come on, Stan! 
"
4,6,Mr. Garrison,"Haah! Eric!
"
4,12,Kyle,"What?! Timmy! You've got to get off that chair!
"
1,3,Kyle,"Whoa!
"
8,9,Kyle,"We've gotta find the television department. 
"
3,8,Butters,"Oh dear God, they're gonna set us on fire. Uhoh, great Jesus, son of Mary, wife of Joseph, what are we gonna do, huh? Huhoh, sweet Joseph, husband of Mary but not father of sweet Jesus-
"
17,9,Stan,"...But you couldn't just ask me. Because XBox people... don't care about the truth. They just care about seamless multimedia connectivity.
"
15,7,Cartman,"Oh cool, the movie trailers!
"
13,5,Kyle,"No dude, screw that! Jimmy, if Cartman didn't write the joke, then definitely don't sign any patent papers with him! Just say ""Cartman, you didn't have anything to do with this joke and you know it!""
"
3,17,Stan,"How do we write he note, Cartman?
"
12,5,Cartman,"Mexicans are told not to cheat. ""Don't cheat! You got pregnant? You have to raise the child."" So then you have to raise the child while the white girls get to go to college and probably have a bunch more abortionnns.  It is at our most challenging times that we must cheat... our very hardest.
"
6,1,Cartman,"Now, I think the four million should be split evenly among the three of us, except that I should get a twenty percent per negation fee off the gross for having come up with the idea.
"
4,17,Stan,"Tralala
"
17,7,Cartman,"Yes. Good, Federation kids. You're learning to fight with your hands! Keep pushing, kindergartners!  Sir Kyle, I know that Sony's offering a special Brack Friday Bunduru. You know the XBox is still better, right?
"
12,3,Cartman,"Ah, Kenny! 
"
6,16,Butters,"Look, eh, Eric, I've been thinkin', my parents are gonna be awful sore and I don't think-
"
6,15,Stan,"No dude, you're a douche.
"
7,6,Cartman,"Kewl!
"
13,6,Stan,"Dad they aren't here for that.
"
18,6,Jimmy,"I know this stuff is hard to understand. Trust me, I know. I'm an addict too. But I got help.
"
6,7,Cartman,"We've only got one option, you guys. We're gonna have to go to that hospital where they're doing the autopsy and get our seamen back ourselves.
"
14,4,Stan,"Yahtzee. 
"
6,9,Kyle,"Calm down, Tweek. Fifteen might be enough.
"
6,2,Kyle,"Awgh, dude, I can't look. 
"
6,1,Butters,"Waaaahh!
"
15,1,Stan,"We're trying to find out exactly what Kyle agreed to.
"
17,3,Cartman,"One of them is in the back!
"
3,15,Stan,"I'll try again.
"
18,2,Cartman,"Yeah yeah, enjoy the party. 
"
2,3,Cartman,"Ey! I am a cop, and you will respect my authoritah!
"
8,3,Kyle,"Oh, dude, I feel so much better about being Jewish now that I see that Mel Gibson is just a big wacko douche. 
"
5,6,Kyle,"Why? Why, Mom? Because if I do something bad will happen to me? Because if I do your God might not shower me with his blessings of infected hemorrhoids?
"
5,2,Randy,"You're the new scout leader?
"
4,17,Kyle,"We can get everyone back into the Christmas spirit by making our very own animated Christmas special, and showing it to everybody in town! 
"
16,2,Stan,"I said, you should kill yourself? What you do is sort of, unjustifiable? And you know it's unjustifiable? And you don't care? You're the definition of evil? Kill yourself?
"
14,8,Kenny,"(I fucking hate you!)
"
1,6,Cartman,"You son of a bitch, your mom sucks!
"
6,7,Stan,"Just put it between his eyes.
"
15,12,Butters,"Yeah, how can the 17% be sticking it to the 83%?
"
17,5,Mr. Mackey,"No, they have to be able to get grades!
"
8,8,Randy,"Oh! Are you happy now, Stan? You just got yourself suspended!
"
16,13,Randy,"But I wore that wristband everywhere, and the guy's a complete phoney!  There's even more coming out about it today.
"
3,3,Kyle,"But Chef always helps us with our problems. When we have a problem, Chef sings to us and makes it better.
"
2,18,Kyle,"Oh. We'll wait for you over there, Steve. We have to start fighting now.
"
4,8,Wendy,"The South Park flag!
"
15,7,Cartman,"Where's mine? Where's mine where's mine where's mine?
"
4,15,Cartman,"Ahawesome! Alright, throw it over!
"
15,2,Jimmy,"Every student is to go home and vote on their favorite choice in each category. Favorite comedy actor, favorite comedy movie. And then on Friday, during lunch and recess, we're gonna have a big, f-f-f-fantastic comedy awards show.
"
6,6,Butters,"The time for fun and games is over, feeble-minded fools! 
"
8,9,Kyle,"But you run the Wall-Mart.
"
18,1,Stan,"Yeah...
"
13,11,Stan,"Ummm, where did you get that picture?
"
4,16,Cartman,"The Provider awakes!
"
13,10,Jimmy,"Sounds good.
"
3,3,Mr. Garrison,"Oh, the old succubus syndrome.
"
5,2,Timmy,"Timmay.
"
2,18,Kyle,"But we found a frozen ice man from the past! 
"
9,8,Stan,"Because, I know what did cause the flood.
"
10,4,Cartman,"Son of a bitch.
"
13,14,Kyle,"I am not, not, d-rinking pee!
"
3,10,Randy,"Chinpoko ga dai-suki yoo! 
"
8,10,Stan,"Dude, are we gonna be like that someday?
"
8,2,Jimmy,"S-s-ss-s-s-steroids?  ...But aren't those illegal?
"
3,4,Stan,"Hey, you guys. How are you feeling?
"
6,13,Kyle,"That quest sucks, Cartman! Think of another one!
"
5,8,Stan,"No. 
"
8,13,Cartman,"This is gonna be totally cool, you guys.
"
10,7,Cartman,"God dammit stop ignoring me!
"
7,4,Cartman,"Whoa, here it goes! 
"
2,3,Kenny,"(Goddammit, Cartman!)
"
1,5,Stan,"Hey uh, you guys want to come over to my house?
"
10,6,Cartman,"Check out this sweet move.  Kyle, you can't block like that.
"
5,7,Stan,"""That's what you said last time , but obviously we must now resort to more drastic measures"" 
"
2,17,Cartman,"Oh, are you gonna take us to your little pussy house?
"
2,16,Kyle,"Charlie's right! I'm not gonna let some fake Mr. Hankey spoil my holidays.
"
5,4,Stan,"When you get old enough, you grow your own pubic hair that's attached to you, you fuckin' dumbass!
"
7,12,Randy,"Well, thanks. Uh...
"
11,10,Butters,"Okay, will do. Faggot out.  Waagh.
"
3,11,Stan,"Dude, you're gonna get busted for taking this thing.
"
1,4,Stan,"I don't know where Sparky is. He usually follows me to football practice.
"
4,2,Cartman,"You know, the tooth fairy forgot to bring me money last night! Call the police!
"
8,11,Stan,"You guys. You guys, wake up! 
"
6,14,Butters,"But they killed Lemmiwinks!
"
1,6,Stan,"Good night grampa.
"
18,6,Stan,"Ohhh hey guys.
"
3,14,Kyle,"Come on, Cartman! How much do you wanna bet the South doesn't win?!
"
3,7,Cartman,"They mostly come at night, mostly.  Ey, I was watching Aliens on TV!
"
6,2,Stan,"Where the hell have you guys been?!
"
3,17,Kyle,"Well, let's try the dictionary.  queasy, Quebec, queen quelch. No queef.
"
6,9,Cartman,"Yeah, if you offer free hats, m-maybe people will show up.
"
2,11,Mr. Mackey,"Well, it's an ancient technique handed down from school counselor to school counselor. I don't like to use it, but it may be our only hope.
"
12,1,Kyle,"An apology?!
"
18,8,Kenny,"(NO.)
"
6,16,Randy,"Who is it, Sharon?
"
12,12,Butters,"We lost?
"
7,12,Stan,"No!
"
8,1,Stan,"Just run with it, dude.
"
3,9,Kyle,"Dude, what the hell is going on?!
"
18,3,Randy,"Yes. Yes, Stan. I am Lorde.
"
4,3,Stan,"What?!
"
2,12,Randy,"No, I was just uh flipping through the channels. 
"
2,12,Stan,"Divorced? On no. Does that mean you and Dad don't love me anymore? This is all my fault, isn't it?
"
1,10,Cartman,"Welcome, Clyde. Please put your present on the table to your left. Welcome, Bebe, presents go to your left. Welcome, Chef.
"
9,1,Kyle,"Ih it's me, Kyle Broflovski. I had a negroplasty. Can I play in the All-State team now?
"
3,11,Stan,"Kick ass!  Wow, this thing is awesome!
"
1,12,Kyle,"Triangle of Zinthar?
"
10,3,Kyle,"I know. But just like you, I feel like I have to try. People can really get hurt, and a joke just isn't worth that.
"
15,5,Kyle,"A thousand dollars.
"
7,15,Cartman,"Sweet.
"
1,6,Kyle,"I'm telling you, it's okay. Maybe you should ask the Lord for guidance.
"
2,11,Mr. Garrison,"To the planetarium.
"
12,1,Stan,"Well, did... Elton John sing a song for you?
"
5,2,Randy,"Oh my God.
"
11,5,Randy,"I can't tell you. You have to be allowed into the Society first, but... but perhaps... it's time.
"
2,9,Cartman,"It had a bunch of gay cowboys eating pudding, huh?
"
14,8,Kenny,"(What?!)
"
10,6,Cartman,"Eh! 
"
8,13,Cartman,"Fine, Kyle! You asked for it! Hee-at! 
"
10,7,Cartman,"This is bullcrap! Mom'll break soon. I can outlast her.
"
2,18,Cartman,"Screw you, hippie!
"
16,14,Cartman,"MOOOM! I can't find my mooom!
"
3,12,Stan,"Christmas?
"
4,2,Kyle,"Me too. 
"
11,4,Cartman,"Uhh yes, of course?
"
3,4,Kyle,"Mr. Adler?
"
15,11,Stan,"Dad? Dad, you have to come back. This isn't working out.  Please answer the phone Dad.  Dad?
"
2,18,Stan,"Gorak!  Gorak! Gorak! Are you there?
"
8,10,Kenny,"(I'll do it.)
"
1,9,Kyle,"Uuuuuuhh...
"
7,9,Kenny,"(Yeah.)
"
12,2,Butters,"Hokay. 
"
5,4,Cartman,"Listen, my money is as good as anybody's! Don't you, uh, discriminate against my people by not accepting these pubes.
"
