"Country","Region","Year","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","Hepatitis_B","Measles","BMI","Polio","Diphtheria","Incidents_HIV","GDP_per_capita","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Economy_status_Developed","Economy_status_Developing","Life_expectancy"
"Belgium","European Union",2013,3.4,4.2,75.9595,10.33,98,85,26,99,99,0.08,39970,11.16,1,0.9,11.4,1,0,80.6
"New Zealand","Oceania",2008,5.2,6.3,73.0145,9.48,90,86,27.5,89,89,0.04,35655,4.26,0.3,0.3,11.8,1,0,80.4
"Sierra Leone","Africa",2013,97.7,141.2,406.0525,3.12,92,60,22.6,92,92,0.95,740,6.86,7.7,7.6,3.3,0,1,51.7
"Singapore","Asia",2003,2.5,3.2,71.202,1.43,95,96,23.5,96,96,0.15,36710,4.11,2.1,2,9.8,0,1,79
"Slovak Republic","European Union",2007,6.4,7.7,137.7115,10.96,99,97,25.8,99,99,0.01,13734,5.37,1.3,1.4,11.1,1,0,74.2
"Nepal","Asia",2002,53.1,70.4,221.783,0.19,46,65,20.9,72,72,0.17,570,24.73,18.2,18.8,2.5,0,1,63.6
"Tonga","Oceania",2012,11,12.8,138.9635,0.22,77,95,31.9,95,77,0.17,4108,0.1,0.1,0.1,10.9,0,1,70.2
"Bahamas, The","Central America and Caribbean",2012,12.8,14.9,163.272,9.37,96,83,27.7,99,98,0.39,32652,0.36,2.5,2.5,11.1,0,1,72.4
"Kenya","Africa",2015,35.2,48.9,223.608,1.65,89,28,23.3,83,89,1.15,1465,47.88,7.8,7.6,6.3,0,1,64.8
"Cameroon","Africa",2008,72.7,117.6,368.451,5.5,84,64,23.8,82,84,2.27,1249,19.25,6.4,6.5,5.2,0,1,54.2
"Timor-Leste","Oceania",2006,62.1,76.1,189.4355,0.039,75,64,20.3,62,63,0.06,862,1.02,11.9,11.9,3.4,0,1,64.8
"Canada","North America",2003,5.3,6.2,77.6255,7.7,14,84,26.5,88,91,0.1,36024,31.64,0.5,0.4,11.7,1,0,79.7
"Lithuania","European Union",2011,4.5,5.5,184.524,14.76,95,94,26.3,92,92,0.09,12047,3.03,2.7,2.8,11.8,1,0,73.6
"Armenia","Rest of Europe",2004,22.2,25,141.353,3.73,91,94,25.8,93,91,0.08,2062,3,2,2.1,10.8,0,1,72.5
"Bangladesh","Asia",2014,32.5,40.1,132.246,0.01,97,89,21.5,97,97,0.01,1185,154.52,18.1,18.6,5.2,0,1,71.2
"Germany","European Union",2006,3.8,4.6,82.246,11.76,87,90,26.1,94,96,0.08,36699,82.38,1.1,1.1,13.6,1,0,79.1
"Papua New Guinea","Oceania",2012,43,55.2,230.8385,0.94,68,65,25.2,65,74,0.38,2266,7.63,1.3,1.3,4.2,0,1,62.6
"Tonga","Oceania",2005,12.7,14.7,150.2735,1.89,89,98,31.6,99,89,0.17,3875,0.1,0.1,0.1,9.2,0,1,69.8
"Cambodia","Asia",2012,32.3,37.7,186.6,2.52,86,41,21.8,90,86,0.12,993,14.78,11,11.2,4.5,0,1,67.5
"Gambia, The","Africa",2005,53.1,91.5,287.749,3.31,95,64,22.7,94,95,1.44,711,1.54,9.2,9.1,2.4,0,1,57.9
"Bosnia and Herzegovina","Rest of Europe",2009,6.6,7.5,104.296,4.69,90,88,25.3,90,90,0.08,4028,3.74,2.7,2.7,7.7,0,1,75.8
"Djibouti","Africa",2010,62.5,76.6,272.2445,0.48,88,82,23.9,88,88,0.43,1343,0.84,5.6,5.6,4,0,1,60.1
"Ukraine","Rest of Europe",2006,12,14,263.497,7.42,96,98,26.1,99,98,0.35,2322,46.79,2.6,2.7,11.2,0,1,68.1
"Eswatini","Africa",2001,69,115.8,591.9355,6.7,86,99,25.6,87,84,20.8,2477,1.01,9,9.2,3.7,0,1,45.8
"Mongolia","Asia",2014,17.4,20.4,215.2245,9.88,99,98,26,99,99,0.02,3860,2.94,2.2,2.3,10.1,0,1,68.9
"Canada","North America",2004,5.3,6.1,75.8795,7.8,14,84,26.6,91,91,0.1,37086,31.94,0.5,0.4,12,1,0,79.9
"Costa Rica","Central America and Caribbean",2005,9.9,11.3,95.7985,4.11,90,86,26.3,91,91,0.15,8606,4.29,2,2,7.9,0,1,78.1
"Vietnam","Asia",2001,22.6,28.5,138.4385,0.76,87,65,20,96,96,0.25,1230,80.74,15.7,16.4,5.6,0,1,73.2
"Slovenia","European Union",2013,2.3,2.8,77.3625,9.53,88,95,26.3,95,95,0.02,19922,2.06,1.4,1.4,11.7,1,0,80.3
"Poland","European Union",2011,4.9,5.7,126.5725,10.24,98,95,26.2,96,99,0.08,11369,38.06,2,2.2,12.3,1,0,76.7
"Mozambique","Africa",2001,106.1,161,440.8905,0.65,76,64,21.7,72,73,3.5,321,18.22,4.1,4,2.4,0,1,49.3
"Philippines","Asia",2004,26.9,34.9,211.6655,4.42,48,18,22.4,85,88,0.01,2018,84.71,1,9.7,8.6,0,1,69
"New Zealand","Oceania",2002,5.8,7,82.496,9.09,89,86,26.9,84,90,0.03,32657,3.95,0.3,0.3,11.6,1,0,78.8
"Chad","Africa",2000,99.7,184,406.9915,0.3,27,64,20.9,30,36,1.39,375,8.36,11.5,11.4,1.4,0,1,47.7
"Sao Tome and Principe","Central America and Caribbean",2009,29.7,39.3,199.2275,4.34,98,71,24.4,99,98,0.36,1348,0.18,6.3,6.2,4.8,0,1,66.9
"Australia","Oceania",2002,5,6,71.935,9.84,95,85,26.4,92,92,0.04,47127,19.65,0.7,0.7,11.8,1,0,79.9
"Montenegro","Rest of Europe",2015,3.3,4,100.861,8.49,82,94,26.5,89,89,0.03,6517,0.62,1.8,1.8,11.3,0,1,76.4
"Cambodia","Asia",2003,61.8,78,236.439,0.84,84,48,20.9,69,69,0.45,575,12.86,11.6,11.7,3.4,0,1,61.2
"Gabon","Africa",2004,49,75.8,319.386,8.02,70,64,24.2,44,45,2.84,7507,1.35,7.4,7.2,6.8,0,1,57.9
"Singapore","Asia",2006,2.3,2.9,65.786,1.55,95,96,23.5,95,95,0.14,44160,4.4,2.1,2,10.1,0,1,80.1
"Fiji","Oceania",2012,20,23.5,191.3835,2.43,99,94,27.3,99,99,0.11,4683,0.87,4,3.7,10.1,0,1,66.9
"Greece","European Union",2015,3.8,4.4,70.7555,6.68,96,83,27.1,99,99,0.06,18084,10.82,0.8,0.7,10.6,1,0,81
"Mongolia","Asia",2001,45.3,58.5,266.119,2.18,95,95,24.4,95,95,0.01,1624,2.42,2.5,2.6,8.3,0,1,63.3
"Vietnam","Asia",2003,21,26.4,136.971,0.93,78,65,20.2,96,99,0.26,1372,82.3,15.6,16.2,6,0,1,73.7
"Bosnia and Herzegovina","Rest of Europe",2004,7.9,9.1,111.9335,4.38,92,88,25,87,84,0.08,3371,3.76,3,3,7.3,0,1,75.1
"Barbados","Central America and Caribbean",2004,14.4,15.7,118.7115,7.43,93,99,26.8,93,93,0.57,16369,0.28,4.1,4,9.2,0,1,77.8
"Lao PDR","Asia",2006,61.1,82.9,237.688,3.71,57,65,21.7,56,57,0.16,1253,5.85,9.9,9.9,4.3,0,1,62.2
"Brunei Darussalam","Asia",2007,7.7,9.5,91.9455,0.83,97,92,26,95,99,0.1,35065,0.37,6.2,5.7,8.6,0,1,74.4
"Malta","European Union",2010,5.8,6.7,55.7385,6.99,75,85,27.1,76,76,0.08,20558,0.41,0.8,0.7,10.3,1,0,81.4
"Honduras","Central America and Caribbean",2004,25.5,30.6,164.069,2.83,93,83,25.3,94,94,0.22,1913,7.28,2.6,2.5,4.6,0,1,71.8
"Switzerland","Rest of Europe",2012,3.8,4.4,53.4515,9.87,88,86,25.1,96,96,0.06,82800,8,0.5,0.3,13.4,1,0,82.7
"Tajikistan","Asia",2004,50.4,60.1,161.477,0.7,81,98,24.5,82,86,0.03,602,6.66,3.9,3.9,10.5,0,1,65.3
"Bangladesh","Asia",2013,34,42.2,134.7385,0,96,82,21.4,96,96,0.01,1130,152.76,18.3,18.8,5.1,0,1,70.9
"Philippines","Asia",2005,26.4,34.2,210.905,4.19,49,19,22.5,90,89,0.01,2078,86.33,1,9.7,8.7,0,1,69.1
"Kyrgyz Republic","Asia",2014,20.9,23.5,171.816,6.18,96,65,26.4,95,96,0.13,1102,5.84,3.3,3.4,10.8,0,1,70.4
"Lebanon","Middle East",2001,16,18.7,97.5565,2.32,80,42,26.4,80,80,0.02,6712,3.99,4.9,4.7,7.5,0,1,75
"North Macedonia","Rest of Europe",2014,9.9,11.2,98.63,3.56,97,97,26.6,96,95,0.08,4687,2.07,2.2,2.2,9.5,0,1,75.5
"Botswana","Africa",2005,38.9,67,498.38,6.38,92,83,23.9,96,96,11.63,4986,1.8,1,9.9,8.3,0,1,52.1
"Russian Federation","Rest of Europe",2010,8.3,10.4,250.947,10.82,97,98,26.1,98,97,0.08,8755,142.85,2.3,2.5,11.5,0,1,68.8
"Uruguay","South America",2005,12.5,14.4,117.821,6.26,96,92,26.3,96,96,0.19,10170,3.32,1.6,1.6,8,0,1,75.8
"Slovak Republic","European Union",2002,7.6,9.1,145.3625,11.16,99,97,25.6,98,99,0.01,9641,5.38,1.5,1.6,10.3,1,0,73.6
"New Zealand","Oceania",2007,5.3,6.4,75.011,9.2,88,86,27.4,88,88,0.04,36363,4.22,0.3,0.3,11.8,1,0,80.2
"North Macedonia","Rest of Europe",2010,9.2,10.4,106.0775,3.53,90,97,26.3,95,95,0.08,4340,2.06,2.3,2.3,9.1,0,1,75
"Jamaica","Central America and Caribbean",2011,15.1,17.5,137.7585,2.99,92,60,27.1,93,92,0.57,4946,2.83,1.8,1.7,9,0,1,74
"Bolivia","South America",2015,25.4,31.3,184.52,3.15,99,83,26.4,99,99,0.15,3036,10.87,1.2,1.1,8.7,0,1,70.3
"Myanmar","Asia",2010,48.8,63.7,208.6165,0.97,92,75,22.1,90,90,0.34,903,50.6,13.1,13.3,4.1,0,1,63.5
"Slovak Republic","European Union",2005,6.8,8.2,139.5745,11.06,99,97,25.7,99,99,0.01,11426,5.37,1.4,1.5,10.8,1,0,73.9
"Azerbaijan","Asia",2013,26.7,30.3,129.6915,0.52,93,98,26.7,96,93,0.06,5426,9.42,2.8,2.8,10.8,0,1,71.8
"Papua New Guinea","Oceania",2002,52.1,68.8,265.5145,0.58,60,65,24.3,54,61,0.64,1801,6.1,1.5,1.5,3.4,0,1,59.7
"Tonga","Oceania",2010,11.3,13.2,142.208,1.24,82,98,31.8,99,82,0.17,3769,0.1,0.1,0.1,10.7,0,1,70.1
"El Salvador","Central America and Caribbean",2001,26,31.3,218.122,2.76,75,79,26.1,94,92,0.39,2999,5.93,2.1,2,5.3,0,1,69.2
"Ireland","European Union",2015,3.2,3.7,61.0195,10.81,95,86,27.4,95,95,0.07,62012,4.7,0.3,0.2,12.3,1,0,81.5
"Canada","North America",2005,5.2,6.1,75.7275,8,14,85,26.6,93,93,0.1,38573,32.24,0.5,0.4,12.2,1,0,80.2
"Mongolia","Asia",2000,48.6,63.5,268.2505,2.15,93,75,24.3,94,94,0.01,1592,2.4,2.6,2.6,8.2,0,1,62.9
"Croatia","European Union",2014,4.3,5,92.863,9.5,95,97,27.1,95,95,0.02,11544,4.24,1.5,1.5,11.1,1,0,77.5
"Venezuela, RB","South America",2002,17.4,20.3,157.644,6.99,60,83,26.3,81,65,0.4,3701,25.1,1.7,1.7,6.8,0,1,72.5
"Switzerland","Rest of Europe",2009,4,4.6,59.034,10.15,88,83,25.1,96,95,0.06,80262,7.74,0.5,0.4,13.3,1,0,82
"Burkina Faso","Africa",2005,80.8,153.1,305.8365,5.87,86,31,21.4,94,82,0.58,518,13.42,1.3,9.8,1.3,0,1,53.3
"Lesotho","Africa",2013,71,92.6,523.0825,2.55,93,82,24.8,90,93,11.55,1109,2.03,6.1,5.9,6,0,1,48.7
"Colombia","South America",2012,14.7,17.1,144.2095,4.37,92,80,25.9,91,91,0.21,5631,46.08,2.1,1.9,7.6,0,1,75.9
"Morocco","Africa",2009,28.4,33,87.1205,0.53,98,72,25.3,99,99,0.05,2473,31.93,6.4,6.2,4.2,0,1,74
"Austria","European Union",2000,4.6,5.5,94.882,13.35,33,35,25,71,81,0.08,38843,8.01,1.7,1.9,9,1,0,78.1
"Chile","South America",2011,7.3,8.5,94.631,7.02,94,77,27.5,93,94,0.18,12339,17.23,0.8,0.8,9.8,0,1,79
"Niger","Africa",2008,67.9,139.3,273.319,0.11,72,64,21.4,68,67,0.14,432,15.25,11.2,11,1.4,0,1,55.8
"El Salvador","Central America and Caribbean",2006,20.2,23.8,206.0165,2.67,96,89,26.7,96,96,0.28,3262,6.08,1.8,1.7,6.4,0,1,70.3
"France","European Union",2004,3.4,4.8,92.3955,13.14,35,65,25,99,98,0.11,34900,62.7,0.6,0.6,10.3,1,0,80.2
"Nicaragua","Central America and Caribbean",2001,29.9,36.5,193.7615,3.48,87,83,25.9,89,87,0.14,1466,5.15,2.2,2.1,5.2,0,1,69.9
"Dominican Republic","Central America and Caribbean",2007,29.3,35.7,174.858,5.92,81,83,25.6,86,85,0.65,5309,9.34,3.4,3.4,7.2,0,1,71.3
"North Macedonia","Rest of Europe",2008,10.3,11.7,110.659,4.02,97,97,26.1,96,95,0.08,4231,2.05,2.4,2.4,8.7,0,1,74.4
"Kuwait","Middle East",2012,8.2,9.6,61.6325,0,98,99,29.2,98,98,0.13,33455,3.35,3.4,3.3,7.2,0,1,74.7
"Samoa","Oceania",2006,16.5,19.3,148.0145,3.52,35,47,31.1,49,39,0.17,3955,0.18,0.2,0.2,9.5,0,1,70.6
"United Arab Emirates","Middle East",2004,8.6,10.1,86.7395,1.59,92,92,27.5,94,94,0.13,57910,4.07,5.2,4.9,8.9,0,1,75.2
"Uzbekistan","Asia",2007,32.2,37,173.085,1.75,99,44,25.6,98,96,0.14,1787,26.87,3.1,3.1,10.1,0,1,68.9
"Croatia","European Union",2015,4.2,4.9,90.2285,9.64,94,96,27.3,94,94,0.02,11933,4.2,1.5,1.4,11.2,1,0,77.3
"Malta","European Union",2009,5.9,6.7,56.4985,7.1,86,85,27.1,73,73,0.08,19574,0.41,0.8,0.7,10.2,1,0,80.2
"Estonia","European Union",2014,2.6,3.3,123.2,17.29,93,93,26.3,93,93,0.08,17097,1.31,1.9,1.9,12.6,1,0,77
"Bahamas, The","Central America and Caribbean",2006,14.3,16.7,176.668,9.82,96,83,27.2,94,95,0.59,35863,0.33,2.5,2.5,10.9,0,1,72
"Botswana","Africa",2000,45.2,80.5,561.532,5.38,86,83,23.6,97,97,19.66,4569,1.64,12.3,12.2,7.6,0,1,50.6
"Sri Lanka","Asia",2007,11,12.8,127.15,2.29,98,97,22.2,98,98,0.02,2543,19.84,15.4,15.5,10.6,0,1,75
"Netherlands","European Union",2006,4.3,5.1,70.055,9.58,88,92,25.4,96,96,0.06,43592,16.35,1,1,11.8,1,0,79.7
"Sri Lanka","Asia",2010,9.8,11.4,120.153,2.31,99,99,22.5,99,99,0.01,2950,20.26,15.3,15.3,10.8,0,1,75.4
"Tonga","Oceania",2009,11.5,13.4,143.8305,1.08,84,98,31.8,99,84,0.17,3742,0.1,0.1,0.1,10.4,0,1,70
"Malaysia","Asia",2008,6.9,8.1,128.5065,0.5,97,93,24.8,97,97,0.18,8074,27.24,8.5,8.3,9.4,0,1,74.1
"Nicaragua","Central America and Caribbean",2004,26,31.3,181.9365,3.75,79,83,26.2,80,79,0.13,1529,5.36,2.1,2,5.4,0,1,70.9
"Armenia","Rest of Europe",2003,23.3,26.3,139.9,3,93,93,25.8,96,94,0.08,1856,3.02,2,2.1,10.8,0,1,72.3
"St. Vincent and the Grenadines","Central America and Caribbean",2006,18.8,21.3,170.3485,6.22,99,83,26.1,99,99,0.4,6918,0.11,3.7,3.6,8,0,1,71.4
"Eritrea","Africa",2001,53.8,81.1,371.292,0.67,87,88,20.2,89,86,0.59,870,2.37,1,1,3.7,0,1,55.9
"Bangladesh","Asia",2006,47,61,150.565,0.003,86,62,20.7,95,94,0.01,809,140.92,19.7,2.3,4.6,0,1,68.2
"Malawi","Africa",2014,39.2,57.6,305.0855,2.01,91,64,22.8,87,91,2.95,381,16.29,6.5,6.3,4.4,0,1,61
"Kyrgyz Republic","Asia",2015,19.9,22.3,165.7935,5.37,97,65,26.5,97,97,0.12,1121,5.96,3.3,3.4,10.8,0,1,70.7
"Nigeria","Africa",2013,81,129.4,364.4625,4.45,46,64,23.1,41,46,0.62,2597,171.77,1.4,1.2,5.9,0,1,52.2
"Austria","European Union",2009,3.7,4.5,76.57,11.87,83,64,25.4,83,83,0.08,42655,8.34,1.7,1.9,11.7,1,0,80.3
"Serbia","Rest of Europe",2007,7,8.1,137.2965,9.42,99,96,25.6,93,94,0.02,4968,7.38,2.4,2.4,10.2,0,1,73.6
"Honduras","Central America and Caribbean",2012,18.4,21.5,150.585,2.71,97,83,26.3,98,97,0.07,2207,8.64,2.2,2.1,5.5,0,1,73.8
"Dominican Republic","Central America and Caribbean",2006,29.5,36,176.789,5.84,84,83,25.5,88,89,0.7,5007,9.22,3.5,3.4,7.1,0,1,71
"Zambia","Africa",2012,49.1,74.7,323.004,2.78,78,40,22.3,70,78,5.26,1298,14.47,6.5,6.3,6.7,0,1,58.5
"Brunei Darussalam","Asia",2014,8.6,10.4,89.377,0.67,99,96,26.9,99,99,0.1,31679,0.41,5.7,5.2,9,0,1,75.2
"Ethiopia","Africa",2007,62.8,97,306.7815,0.31,47,64,20.2,61,50,0.52,363,80.67,11.3,11,2.1,0,1,58.5
"Sao Tome and Principe","Central America and Caribbean",2010,27.6,36.1,197.987,5,98,71,24.4,98,98,0.31,1402,0.18,6.1,6,4.9,0,1,67.4
"Switzerland","Rest of Europe",2015,3.7,4.3,49.384,9.62,88,87,25.2,96,97,0.05,84776,8.28,0.4,0.3,13.4,1,0,82.9
"Albania","Rest of Europe",2014,8.8,9.9,76.724,4.1,98,98,26.5,98,98,0.03,3856,2.89,1.2,1.3,9.7,0,1,77.8
"Kiribati","Oceania",2002,50,65.5,217.1505,0.51,79,35,28.9,96,77,0.17,1537,0.09,0.2,0.2,7,0,1,63.7
"Kiribati","Oceania",2012,47.8,62.1,204.6575,0.38,94,80,29.7,92,94,0.17,1415,0.11,0.1,0.1,7.9,0,1,66.4
"Cameroon","Africa",2012,64.2,101.3,356.5925,6.42,85,64,24.1,85,85,1.55,1278,21.49,5.9,5.9,5.7,0,1,56.1
"Lao PDR","Asia",2014,43.8,56.3,199.529,6.74,88,65,22.7,88,88,0.16,2025,6.64,8.9,9,5,0,1,66.1
"Guatemala","Central America and Caribbean",2015,23.7,28.3,163.8125,1.65,74,83,26.5,69,74,0.03,3995,15.57,1.2,1.2,6.3,0,1,73.3
"Algeria","Africa",2003,31.3,36.5,127.5385,0.33,81,96,24.5,87,87,0.01,3490,32.26,6.3,6.1,6.5,0,1,72.1
"Moldova","Rest of Europe",2009,15,17.4,207.4875,6.24,89,92,26.6,87,85,0.43,2103,2.86,2.9,3.1,11,0,1,69.1
"Estonia","European Union",2003,6.7,8.5,199.678,11.64,93,96,25.7,95,94,0.08,12362,1.37,2.2,2.3,11.9,1,0,71.3
"Qatar","Middle East",2015,6.7,7.8,56.2695,1.03,99,91,29.1,99,99,0.06,63039,2.57,5.2,4.9,9.8,0,1,79.8
"Madagascar","Africa",2000,67.5,105.4,280.972,1.17,61,64,20.6,58,57,0.02,488,15.77,8.7,8.6,5.2,0,1,58.5
"Egypt, Arab Rep.","Africa",2010,24,28.7,160.261,0.21,97,64,28.8,97,97,0.13,3485,82.76,3,2.9,6.5,0,1,70.3
"Guyana","South America",2005,33.4,41.4,223.5645,5.84,93,72,25.2,93,93,0.85,3944,0.75,5.7,5.5,7.9,0,1,66.7
"Tajikistan","Asia",2009,38.1,44.3,146.4255,0.66,93,93,25.1,93,93,0.17,752,7.36,3.7,3.8,10.9,0,1,68.4
"Mauritania","Africa",2015,55,82.7,203.5835,0,73,64,24.9,67,73,0.15,1524,4.05,7.8,7.5,4.3,0,1,63.9
"Kazakhstan","Asia",2012,14.6,16.3,216.56,3.73,95,97,26.1,98,99,0.13,9824,16.79,2.4,2.5,11.5,0,1,69.5
"Papua New Guinea","Oceania",2001,52.8,69.9,269.8105,0.65,59,65,24.2,52,55,0.61,1842,5.97,1.5,1.5,3.3,0,1,59.5
"Guinea-Bissau","Africa",2009,75.9,120.2,290.506,2.89,80,64,23,78,80,2.55,574,1.48,8.3,8.1,2.5,0,1,54.1
"Bahrain","Middle East",2002,10,11.6,83.6925,1.87,98,97,25.4,98,98,0.05,22258,0.74,6.2,5.9,8.4,0,1,74.8
"Norway","Rest of Europe",2013,2.4,2.9,60.485,6.21,88,91,26.5,94,94,0.04,73047,5.08,0.8,0.7,12.7,1,0,81.8
"Sri Lanka","Asia",2003,13,15.1,137.477,1.69,86,90,21.8,98,99,0.02,2037,19.22,15.4,15.5,10.2,0,1,73.8
"Peru","South America",2000,29.3,38.2,153.5785,4.76,84,51,25,93,98,0.19,3304,26.46,1.4,1.4,8,0,1,71.1
"Mauritania","Africa",2010,61.2,95.6,212,0,64,64,24.6,52,64,0.19,1417,3.49,8.7,8.5,3.8,0,1,62.5
"Kenya","Africa",2004,50.8,81,431.137,0.69,73,28,22.3,73,73,3.45,1160,35.64,8.7,8.6,5.7,0,1,53.5
"Micronesia, Fed. Sts.","Oceania",2000,30.8,37.8,184.963,2.23,87,65,28.8,85,85,0.17,2895,0.11,0.3,0.3,4.8,0,1,64.6
"United Kingdom","Rest of Europe",2001,5.5,6.4,86.493,11.31,88,86,26.4,91,91,0.08,39888,59.12,0.7,0.5,11.8,1,0,78
"Lithuania","European Union",2010,4.9,6,191.1515,13.22,94,95,26.3,95,95,0.08,11107,3.1,2.8,2.8,11.6,1,0,73.3
"Australia","Oceania",2012,3.6,4.3,60.0415,10.03,91,91,27,92,92,0.05,55255,22.73,0.6,0.6,12.6,1,0,82
"Barbados","Central America and Caribbean",2005,14.4,15.7,116.6365,7.84,92,98,26.9,91,92,0.55,16952,0.28,4,4,9.2,0,1,77.9
"Togo","Africa",2005,66.3,103.1,330.64,1.84,81,64,22.6,80,82,1.78,468,5.61,8.4,8.3,4.2,0,1,54.6
"Uruguay","South America",2012,8.6,10,109.0375,6.55,95,93,26.9,95,95,0.24,14541,3.38,1.5,1.5,8.5,0,1,77
"Thailand","Asia",2012,10.6,12.4,154.351,7.1,98,91,24,99,99,0.2,5531,67.84,8,8.1,7.7,0,1,75
"Georgia","Rest of Europe",2010,12.7,14.2,170.768,7.72,95,84,26.8,88,92,0.12,3101,3.79,2.6,2.8,12.2,0,1,71.5
"Jordan","Middle East",2010,17.2,20.1,115.693,0.46,98,95,28.5,98,98,0.13,4644,7.26,3.8,3.8,9.8,0,1,73.4
"Cameroon","Africa",2004,79.7,130.6,394.661,4.69,81,64,23.5,72,73,2.99,1224,17.26,7,7.1,5.1,0,1,52.3
"Jamaica","Central America and Caribbean",2007,16.5,19.2,146.556,3.31,92,84,26.5,94,92,0.67,5308,2.77,1.9,1.7,8.4,0,1,74.1
"Bolivia","South America",2006,40.8,52.9,216.0405,3.13,83,83,25.4,82,83,0.19,2251,9.4,1.3,1.2,7.3,0,1,65.9
"Belarus","Rest of Europe",2005,6.7,8.7,248.5795,11.19,99,98,26,98,99,0.14,3880,9.66,2.3,2.5,9.3,0,1,68.9
"Malta","European Union",2003,6.3,7.2,61.136,6.54,89,59,27,94,94,0.08,17747,0.4,0.7,0.7,8.5,1,0,78.5
"Mali","Africa",2003,93.3,168.3,313.3725,0.56,79,64,21.9,67,63,0.86,678,11.98,1.3,1.2,1.5,0,1,50.4
"Vietnam","Asia",2013,17.8,22.2,127.4215,2.68,59,65,21.5,93,59,0.13,2315,90.75,14.3,14.9,7.9,0,1,75
"Kenya","Africa",2010,39.3,57.4,281.6775,1.52,90,28,22.8,90,90,2.04,1326,42.03,8.2,8,6.1,0,1,61
"Barbados","Central America and Caribbean",2006,14.3,15.6,114.561,8.12,84,94,27,85,84,0.52,17914,0.28,4,3.9,9.2,0,1,78
"Algeria","Africa",2006,27.6,32.1,114.4095,0.38,80,98,24.7,95,95,0.02,3760,33.64,6.1,6,7,0,1,73.5
"Denmark","European Union",2003,4.5,5.4,97.2905,11.53,88,88,25.1,96,96,0.04,49600,5.39,1.2,1,12.8,1,0,77.1
"Malaysia","Asia",2009,6.9,8.1,127.9145,0.5,96,95,24.9,97,97,0.18,7809,27.74,8.3,8.2,9.6,0,1,74.3
"India","Asia",2008,49.4,64.6,197.9155,1.92,29,33,21.2,69,70,0.12,1093,1200.67,27,27.9,5.2,0,1,65.8
"Sao Tome and Principe","Central America and Caribbean",2000,54.3,82,220.45,5.07,70,71,23.5,87,82,1.31,1081,0.14,8,8.1,4.2,0,1,61.4
"Barbados","Central America and Caribbean",2010,13.8,15,106.695,8.66,86,96,27.3,90,86,0.38,16784,0.28,3.8,3.8,9.4,0,1,78.4
"Cameroon","Africa",2003,81.7,134,402.4095,4.6,81,64,23.4,72,73,3.26,1175,16.8,7.2,7.3,5.1,0,1,51.9
"Ukraine","Rest of Europe",2004,13,15.1,269.69,6.51,98,97,25.9,99,99,0.44,2065,47.45,2.7,2.8,10.7,0,1,68.2
"Gabon","Africa",2003,50.2,77.8,323.9475,6.41,70,64,24,44,45,3,7647,1.32,7.5,7.4,6.6,0,1,57.8
"Germany","European Union",2003,4.1,5,90.053,11.92,90,83,26,96,97,0.08,34620,82.53,1.1,1.1,12.5,1,0,78.4
"Sao Tome and Principe","Central America and Caribbean",2005,39.3,55.5,208.017,5.5,96,71,24,97,97,0.62,1206,0.16,7,7,4.5,0,1,64.7
"Malawi","Africa",2001,92.9,160.5,581.009,1.3,79,64,21.8,86,90,8.8,273,11.43,7.9,7.7,3.1,0,1,45.2
"Solomon Islands","Oceania",2003,24.9,29.8,208.273,1.2,79,65,25.2,84,84,0.17,1706,0.45,1.3,1.3,4.7,0,1,68.5
"Guinea","Africa",2008,77.6,123.3,299.6,0.21,57,64,22.5,59,60,1.02,696,9.74,8.6,8.6,1.6,0,1,55.6
"Barbados","Central America and Caribbean",2013,13.5,14.6,101.5875,9.05,91,89,27.5,91,91,0.31,16232,0.28,3.8,3.8,10.5,0,1,78.6
"Spain","European Union",2007,3.6,4.4,71.7905,11.05,96,95,26.2,96,96,0.09,27219,45.23,0.6,0.5,9.1,1,0,80.9
"St. Lucia","Central America and Caribbean",2007,16.4,18.8,150.5345,12.59,99,83,28.2,99,99,0.4,10174,0.17,4.3,4.4,7.7,0,1,74.4
"Kazakhstan","Asia",2005,27.3,31,274.4505,6.57,94,96,25.8,99,98,0.07,7155,15.15,2.4,2.5,11.7,0,1,65.9
"El Salvador","Central America and Caribbean",2002,24.7,29.6,216.117,2.85,81,81,26.2,81,81,0.37,3029,5.96,2,1.9,5.5,0,1,69.4
"Australia","Oceania",2005,4.8,5.7,66.521,10.3,95,85,26.7,92,92,0.05,50333,20.39,0.7,0.6,11.7,1,0,80.8
"Portugal","European Union",2001,5.1,6.6,108.319,12.63,70,56,25.6,96,97,0.22,19026,10.36,0.8,0.6,6.9,1,0,76.8
"Eritrea","Africa",2010,39,55.1,289.377,1.13,95,88,20.5,95,90,0.25,654,3.17,8.9,8.8,3.9,0,1,62.2
"Uzbekistan","Asia",2001,48.4,57.4,190.2825,2.92,99,98,24.9,99,99,0.02,1313,24.96,3.4,3.3,9.2,0,1,67.4
"Tajikistan","Asia",2007,41.7,48.8,151.8545,0.54,84,90,24.8,85,86,0.1,699,7.06,3.8,3.8,10.5,0,1,67.4
"Canada","North America",2013,4.8,5.5,66.0915,8.2,55,86,26.9,91,91,0.1,42846,35.08,0.5,0.5,12.9,1,0,81.7
